No.,Target,Significant --regex,Best Match Score,Best Match,Best Match Path,2nd Match Score,2nd Match,2nd Match Path,3rd Match Score,3rd Match,3rd Match Path
1,grinnell_13229_OBJ.tiff,,100,grinnell_13229_OBJ.tiff,/Volumes/exports/jimmy-ley/OBJ,
2,grinnell_18643_OBJ.pdf,,100,grinnell_18643_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
3,grinnell_18644_OBJ.pdf,,100,grinnell_18644_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
4,grinnell_18645_OBJ.pdf,,100,grinnell_18645_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
5,grinnell_18646_OBJ.pdf,,100,grinnell_18646_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
6,grinnell_18647_OBJ.pdf,,100,grinnell_18647_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
7,grinnell_18648_OBJ.pdf,,100,grinnell_18648_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
8,grinnell_18649_OBJ.pdf,,100,grinnell_18649_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
9,grinnell_18650_OBJ.pdf,,100,grinnell_18650_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
10,grinnell_18651_OBJ.pdf,,100,grinnell_18651_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
11,grinnell_18652_OBJ.pdf,,100,grinnell_18652_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
12,grinnell_18653_OBJ.pdf,,100,grinnell_18653_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
13,grinnell_18654_OBJ.pdf,,100,grinnell_18654_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
14,grinnell_18655_OBJ.pdf,,100,grinnell_18655_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
15,grinnell_18656_OBJ.pdf,,100,grinnell_18656_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
16,grinnell_18657_OBJ.pdf,,100,grinnell_18657_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
17,grinnell_18658_OBJ.pdf,,100,grinnell_18658_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
18,grinnell_18659_OBJ.pdf,,100,grinnell_18659_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
19,grinnell_18660_OBJ.pdf,,100,grinnell_18660_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
20,grinnell_18661_OBJ.pdf,,100,grinnell_18661_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
21,grinnell_18662_OBJ.pdf,,100,grinnell_18662_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
22,grinnell_18663_OBJ.pdf,,100,grinnell_18663_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
23,grinnell_18664_OBJ.pdf,,100,grinnell_18664_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
24,grinnell_18665_OBJ.pdf,,100,grinnell_18665_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
25,grinnell_18666_OBJ.pdf,,100,grinnell_18666_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
26,grinnell_18667_OBJ.pdf,,100,grinnell_18667_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
27,grinnell_18668_OBJ.pdf,,100,grinnell_18668_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
28,grinnell_18669_OBJ.pdf,,100,grinnell_18669_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
29,grinnell_18670_OBJ.pdf,,100,grinnell_18670_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
30,grinnell_18671_OBJ.pdf,,100,grinnell_18671_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
31,grinnell_18672_OBJ.pdf,,100,grinnell_18672_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
32,grinnell_18673_OBJ.pdf,,100,grinnell_18673_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
33,grinnell_18674_OBJ.pdf,,100,grinnell_18674_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
34,grinnell_18675_OBJ.pdf,,100,grinnell_18675_OBJ.pdf,/Volumes/exports/jimmy-ley/OBJ,
